texture,perimeter,smoothness,concavity,symmetry,fractal dimension
37.38,162.7,0.1223,0.4146,0.2437,0.08328
19.86,66.72,0.107,0.04831,0.1737,0.0644
1.49,3.399,0.005298,0.1435,0.02566,0.01298
1.127,2.564,0.007364,0.05263,0.02161,0.00483
0.6457,1.527,0.006131,0.009075,0.01713,0.004414
21.74,93.63,0.1475,0.1423,0.3071,0.08557
44.87,141.2,0.1365,0.3241,0.2853,0.08496
20.52,138.1,0.09684,0.1572,0.1554,0.05661
24.27,155.1,0.1069,0.2308,0.1797,0.05506
25.09,126.9,0.1365,0.5026,0.277,0.1063
1.363,1.737,0.005638,0.005254,0.01544,0.002087
21.84,87.16,0.07956,0.04072,0.1635,0.05859
19.08,125.1,0.139,0.6305,0.4667,0.09946
13.84,82.71,0.08352,0.004559,0.1453,0.05518
0.9462,1.564,0.003245,0.01698,0.01285,0.001524
33.58,148.7,0.1275,0.5673,0.3305,0.08465
1.375,2.916,0.0119,0.04907,0.01641,0.001807
28.06,113.8,0.1246,0.2866,0.2282,0.06954
27.66,153.2,0.1442,0.3784,0.3063,0.08368
0.8208,6.372,0.005283,0.09518,0.02401,0.005002
1.43,1.109,0.006064,0.01042,0.02349,0.001661
14.7,94.66,0.08472,0.03416,0.1659,0.05348
14.02,74.24,0.07813,0.02245,0.2101,0.06113
38.25,155,0.1166,0.3215,0.2572,0.06637
31.98,100.4,0.1017,0.1472,0.2345,0.06464
0.7786,1.874,0.005833,0.02,0.01938,0.00196
19.07,97.26,0.09215,0.07486,0.1561,0.05915
25.84,139.5,0.1381,0.3508,0.2928,0.07867
25.11,132.9,0.1418,0.3583,0.2463,0.07738
23.03,132.4,0.09078,0.1465,0.2095,0.05649
16.82,72.01,0.1216,0.03938,0.1902,0.07313
13.04,72.23,0.09834,0.03265,0.1769,0.0627
21.08,102.9,0.112,0.1522,0.2085,0.06864
16.21,88.52,0.08743,0.01502,0.1424,0.05883
28.26,77.8,0.1087,0.1564,0.3169,0.08032
31.24,68.73,0.1526,0.06141,0.2872,0.08304
18.99,79.46,0.1359,0.07153,0.222,0.06033
1.627,3.043,0.006831,0.02489,0.03151,0.00175
1.051,7.733,0.005568,0.02096,0.01263,0.001803
0.7339,1.667,0.005884,0.02631,0.01848,0.001982
22.13,114.4,0.08999,0.09697,0.2108,0.05464
16.36,83.24,0.09439,0.01674,0.228,0.07028
0.9961,1.529,0.005617,0.0009737,0.017,0.00203
26.14,79.29,0.1118,0.07529,0.3267,0.06994
14.4,56.36,0.07005,0.003681,0.1788,0.06833
0.7975,5.486,0.004444,0.02269,0.01386,0.001698
1.467,1.994,0.003495,0.03445,0.02912,0.004723
27.82,88.28,0.1101,0.2298,0.2767,0.07198
23.4,68.62,0.1221,0.4609,0.3135,0.1055
21.18,75.39,0.1521,0.00692,0.2933,0.07697
18.4,79.83,0.08393,0.00186,0.1697,0.05855
1.336,2.066,0.005868,0.02021,0.02087,0.002583
22.28,144.4,0.1167,0.281,0.2162,0.06606
18.58,118.6,0.08588,0.08169,0.1621,0.05425
34.66,157.6,0.1218,0.4734,0.4045,0.07918
13.98,93.86,0.1099,0.06895,0.165,0.06121
29.87,116.6,0.1401,0.2644,0.2884,0.07371
18.68,88.73,0.09916,0.05385,0.1714,0.06843
26.97,153.5,0.09509,0.195,0.1909,0.06309
24.49,92.33,0.1162,0.1357,0.2275,0.07237
20.86,137.8,0.1046,0.2085,0.2127,0.06251
26.37,161.2,0.1327,0.2702,0.2609,0.06735
35.27,108.6,0.1265,0.3169,0.2651,0.07397
27.04,62.06,0.1639,0.09001,0.2972,0.07712
20.65,94.44,0.08567,0.03866,0.2458,0.0612
21.08,92.8,0.1547,0.1791,0.2382,0.08553
21.61,82.69,0.1144,0.1226,0.2208,0.07638
2.904,1.936,0.0082,0.05738,0.01488,0.004738
31.88,91.06,0.1218,0.04462,0.2306,0.06291
21.96,57.26,0.1297,0.0688,0.3105,0.07409
19.31,114.2,0.1136,0.3402,0.2954,0.08362
0.6342,3.797,0.004649,0.02749,0.01365,0.00255
2.188,8.077,0.006883,0.01818,0.007882,0.001754
22.3,86.91,0.08752,0.04751,0.1809,0.05718
0.6745,0.757,0.003265,0.006493,0.0172,0.00136
0.7477,1.383,0.004097,0.01698,0.01678,0.002425
16.9,110.4,0.1297,0.1632,0.3062,0.06072
39.42,184.6,0.165,0.9387,0.4087,0.124
21.35,71.9,0.1227,0.1044,0.1895,0.0687
25.09,143,0.1099,0.3174,0.2149,0.06879
19.6,88.68,0.08684,0.01342,0.1555,0.05673
21.59,95.55,0.1137,0.1293,0.2027,0.06758
24.91,171.5,0.1063,0.3339,0.1829,0.06782
45.41,180.2,0.1408,0.3995,0.2713,0.07568
22.91,89.61,0.145,0.2403,0.2556,0.09359
28.25,131.2,0.0978,0.144,0.1752,0.05533
21.46,132.5,0.08355,0.09042,0.1467,0.05177
16.39,99.58,0.115,0.1138,0.2001,0.06467
1.336,2.31,0.004449,0.03312,0.01906,0.004015
17.37,96.59,0.1166,0.2866,0.2736,0.0732
0.6123,1.334,0.00335,0.01452,0.01113,0.00172
21.02,124.4,0.123,0.3189,0.2113,0.07115
26.29,68.81,0.1316,0.02049,0.1934,0.08988
1.506,4.174,0.01052,0.04912,0.0212,0.004867
13.16,87.88,0.09646,0.03888,0.136,0.06344
27.57,125.4,0.1419,0.9019,0.2866,0.1155
0.5733,1.102,0.00445,0.01334,0.01698,0.002787
0.6237,2.561,0.004953,0.03035,0.01539,0.002281
0.8907,2.044,0.006032,0.02259,0.01482,0.002496
1.473,2.326,0.007802,0.01341,0.02086,0.002701
18.2,78.07,0.1171,0.01854,0.2738,0.07685
0.7886,2.058,0.008462,0.02387,0.0198,0.0023
14.98,67.49,0.09816,0.06335,0.1925,0.06915
17.43,84.13,0.07215,0.04336,0.1487,0.05635
30.28,98.27,0.1287,0.06231,0.2226,0.07617
18.17,91.22,0.06576,0.02475,0.1635,0.05586
31.71,102.2,0.1312,0.2675,0.2477,0.06836
18.18,127.2,0.1037,0.1626,0.1893,0.05892
20.97,73.81,0.1102,0.04591,0.1842,0.07005
34.49,152.1,0.16,0.2639,0.301,0.0906
19.26,99.7,0.144,0.239,0.2977,0.07259
22.15,130,0.09831,0.1479,0.1582,0.05395
28.36,92.15,0.1429,0.1377,0.2668,0.08174
23.03,79.15,0.1483,0.1624,0.306,0.06783
22.66,119.8,0.1765,0.4429,0.3258,0.1191
28.46,95.29,0.1118,0.07698,0.2687,0.07429
34.12,126.7,0.1139,0.3403,0.2218,0.0782
2.239,1.437,0.01205,0.04804,0.01843,0.004938
18.18,76.38,0.1175,0.102,0.1957,0.07255
19.48,101.7,0.1092,0.1466,0.1931,0.05796
1.363,2.054,0.00744,0.02337,0.02203,0.004154
0.9027,1.208,0.006513,0.002817,0.01502,0.002821
24.47,75.4,0.09527,0.1925,0.2868,0.07809
26.44,79.93,0.1369,0.1067,0.2998,0.07881
1.851,1.895,0.006113,0.04645,0.01451,0.003756
18,83.19,0.09934,0.03889,0.1718,0.05997
1.361,4.542,0.005467,0.03185,0.01029,0.002205
0.6372,1.729,0.003958,0.01831,0.015,0.001621
17.7,65.27,0.1015,0.09441,0.2434,0.07431
1.317,2.577,0.005726,0.01246,0.01411,0.001578
19.04,71.8,0.08139,0.03709,0.1516,0.05667
26.38,91.93,0.1385,0.4504,0.5774,0.103
0.9053,8.589,0.006399,0.05373,0.03003,0.006193
1.341,1.184,0.005724,0.002074,0.01445,0.002411
34.69,135.1,0.1315,0.208,0.2504,0.07948
19.49,71.04,0.1292,0.8216,0.3108,0.1259
2.878,2.759,0.01474,0.01367,0.03044,0.00459
16.62,88.97,0.06828,0.02224,0.1813,0.05536
16.85,84.11,0.1048,0.04921,0.2298,0.05974
21.54,106.2,0.1008,0.1043,0.216,0.05891
17.93,114.2,0.122,0.2151,0.3109,0.08187
23.5,129.1,0.1027,0.2049,0.1978,0.06
21.4,152.4,0.1545,0.3853,0.4066,0.1059
18.07,79.42,0.07436,0.001194,0.1528,0.05185
25.21,76.51,0.1335,0.2534,0.2605,0.08701
19.9,79.76,0.1418,0.2299,0.3301,0.0908
22.15,95.29,0.1533,0.3582,0.323,0.1033
0.9245,6.462,0.006292,0.03582,0.01479,0.003118
1.268,5.373,0.009407,0.06899,0.017,0.006113
0.4957,0.7714,0.003681,0.008732,0.01129,0.001366
21.68,129.9,0.09797,0.1863,0.2082,0.05715
28.08,108.3,0.08455,0.09251,0.159,0.05648
25.02,75.79,0.1333,0.1144,0.2454,0.08136
1.581,4.895,0.008102,0.03342,0.02045,0.00457
1.016,1.535,0.006794,0.0398,0.02134,0.004603
20.99,147.3,0.09401,0.2195,0.1721,0.06194
33.48,176.5,0.1491,0.678,0.4098,0.1284
28.92,82.5,0.08123,0.06195,0.1566,0.05708
15.79,88.37,0.08817,0.01055,0.1405,0.05848
0.9078,2.602,0.007702,0.01307,0.0297,0.001432
17.81,146.6,0.1124,0.2264,0.2443,0.06251
1.019,2.657,0.005878,0.04815,0.02028,0.004022
21.53,97.41,0.1054,0.1425,0.2252,0.06924
0.6674,1.116,0.003888,0.01256,0.01608,0.001638
1.19,1.678,0.004911,0.01397,0.01454,0.001858
0.504,1.714,0.007327,0.01798,0.01962,0.002234
